10.000	17.000	1.000	1.027	1.020	1.014	1.019	1.016	20.603	18.361	18.297	19.304	19.966	19.616	2.204	0.000	-50.000	0.000	0.000	-0.741
10.000	17.000	2.000	1.001	0.994	0.990	0.994	0.989	18.088	17.464	16.246	16.530	17.589	16.668	2.028	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	3.000	1.002	0.995	0.991	0.993	0.992	18.100	17.030	16.429	16.526	17.640	16.678	2.050	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	4.000	1.002	0.995	0.992	0.993	0.994	18.074	17.038	16.494	16.540	17.954	16.679	2.041	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	5.000	1.004	0.997	0.990	0.994	0.993	18.044	17.055	16.487	16.569	17.785	16.711	2.060	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	6.000	1.000	0.996	0.994	0.991	0.994	18.034	16.708	16.442	16.534	17.673	16.655	2.048	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	7.000	1.001	0.994	0.991	0.994	0.993	17.970	17.024	16.299	16.570	17.727	16.597	2.057	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	8.000	1.002	0.994	0.992	0.993	0.993	17.905	17.068	16.365	16.586	17.756	16.624	2.033	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	9.000	1.001	0.995	0.993	0.994	0.993	17.890	17.133	16.390	16.664	17.843	16.630	2.032	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	10.000	1.002	0.994	0.991	0.993	0.990	17.888	17.275	16.374	16.546	17.854	16.791	2.049	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	11.000	1.003	0.996	0.990	0.995	0.991	17.941	17.148	16.433	16.135	17.805	16.659	2.026	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	12.000	1.002	0.996	0.991	0.994	0.994	17.977	16.943	16.404	16.218	17.844	16.598	2.030	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	13.000	1.002	0.995	0.991	0.993	0.993	17.957	16.971	16.432	16.407	17.822	16.685	2.008	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	14.000	1.002	0.995	0.991	0.993	0.992	17.908	16.961	16.289	16.346	17.781	16.639	2.026	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	15.000	1.001	0.995	0.992	0.992	0.993	17.992	16.991	16.327	16.319	17.793	16.688	2.046	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	16.000	1.002	0.995	0.993	0.994	0.992	17.978	17.332	16.498	16.321	17.808	16.567	2.021	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	17.000	1.001	0.995	0.994	0.992	0.995	17.903	16.929	16.489	16.326	17.789	16.836	2.022	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	18.000	1.000	0.994	0.993	0.992	0.991	17.951	17.066	16.393	16.267	17.749	16.943	2.030	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	19.000	1.002	0.995	0.991	0.994	0.993	17.894	17.015	16.399	16.499	17.751	16.873	2.026	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	20.000	1.002	0.994	0.990	0.994	0.994	17.940	17.215	16.409	16.759	17.752	16.986	2.037	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	21.000	1.003	0.996	0.991	0.994	0.992	17.972	16.903	16.366	16.415	17.667	16.616	2.048	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	22.000	1.001	0.994	0.990	0.993	0.991	17.935	17.177	16.331	16.543	17.732	16.435	2.040	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	23.000	1.001	0.995	0.992	0.995	0.992	17.868	17.089	16.331	16.561	17.795	16.647	2.028	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	24.000	1.002	0.994	0.988	0.994	0.990	18.005	17.202	16.185	16.428	17.822	16.560	2.047	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	25.000	1.003	0.996	0.990	0.995	0.992	17.968	16.942	16.524	16.378	17.944	16.751	2.031	0.000	19.000	0.000	0.000	-0.741
10.000	17.000	26.000	1.001	0.995	0.992	0.993	0.992	17.987	16.961	16.324	16.216	17.594	16.572	2.027	0.000	19.000	0.000	0.000	-0.741
